Gene ID	source_id	Input Ortholog(s)	
PF3D7_1204500	PF3D7_1204500.1	PBANKA_0603400	
PF3D7_1204600	PF3D7_1204600.1	PBANKA_0603500	
PF3D7_1204700	PF3D7_1204700.1	PBANKA_0603600	
PF3D7_1205000	PF3D7_1205000.1	PBANKA_0603700	
PF3D7_1205100	PF3D7_1205100.1	PBANKA_0603800	
PF3D7_1205200	PF3D7_1205200.1	PBANKA_0603900	
PF3D7_1205300	PF3D7_1205300.1	PBANKA_0604000	
PF3D7_1205500	PF3D7_1205500.1	PBANKA_0604200	
PF3D7_1205600	PF3D7_1205600.1	PBANKA_0604300	
PF3D7_1205700	PF3D7_1205700.1	PBANKA_0604400	
PF3D7_1205900	PF3D7_1205900.1	PBANKA_0604600	
PF3D7_1206000	PF3D7_1206000.1	PBANKA_0604700	
PF3D7_1206200	PF3D7_1206200.1	PBANKA_0604800	
PF3D7_1206400	PF3D7_1206400.1	PBANKA_0605000	
PF3D7_1206500	PF3D7_1206500.1	PBANKA_0605100	
PF3D7_1206600	PF3D7_1206600.1	PBANKA_0605200	
PF3D7_1206700	PF3D7_1206700.1	PBANKA_0605300	
PF3D7_1206800	PF3D7_1206800.1	PBANKA_0605400	
PF3D7_1207100	PF3D7_1207100.1	PBANKA_0605700	
PF3D7_1207300	PF3D7_1207300.1	PBANKA_0605800	
PF3D7_1207500	PF3D7_1207500.1	PBANKA_0606000	
PF3D7_1207600	PF3D7_1207600.1	PBANKA_0606100	
PF3D7_1207700	PF3D7_1207700.1	PBANKA_0606200	
PF3D7_1207900	PF3D7_1207900.1	PBANKA_0606400	
PF3D7_1208000	PF3D7_1208000.1	PBANKA_0606500	
PF3D7_1208200	PF3D7_1208200.1	PBANKA_0606700	
PF3D7_1208300	PF3D7_1208300.1	PBANKA_0606800	
PF3D7_1208400	PF3D7_1208400.1	PBANKA_0606900	
PF3D7_1208600	PF3D7_1208600.1	PBANKA_0607100	
PF3D7_1208700	PF3D7_1208700.1	PBANKA_0607200	
PF3D7_1208800	PF3D7_1208800.1	PBANKA_0607300	
PF3D7_1209000	PF3D7_1209000.1	PBANKA_0607500	
PF3D7_1209200	PF3D7_1209200.1	PBANKA_0607600	
PF3D7_1209400	PF3D7_1209400.1	PBANKA_0607800	
PF3D7_1209500	PF3D7_1209500.2	PBANKA_0607900	
PF3D7_1209500	PF3D7_1209500.1	PBANKA_0607900	
PF3D7_1209600	PF3D7_1209600.1	PBANKA_0608000	
PF3D7_1209700	PF3D7_1209700.1	PBANKA_0608100	
PF3D7_1209800	PF3D7_1209800.1	PBANKA_0608200	
PF3D7_1209900	PF3D7_1209900.1	PBANKA_0608300	
PF3D7_1210000	PF3D7_1210000.1	PBANKA_0608400	
PF3D7_1210100	PF3D7_1210100.1	PBANKA_0608500	
PF3D7_1210300	PF3D7_1210300.1	PBANKA_0608700	
PF3D7_1210400	PF3D7_1210400.1	PBANKA_0608900	
PF3D7_1210500	PF3D7_1210500.1	PBANKA_0609000	
PF3D7_1210700	PF3D7_1210700.1	PBANKA_0609200	
PF3D7_1210900	PF3D7_1210900.1	PBANKA_0609300	
PF3D7_1211100	PF3D7_1211100.1	PBANKA_0609600	
PF3D7_1211200	PF3D7_1211200.1	PBANKA_0609700	
PF3D7_1211300	PF3D7_1211300.1	PBANKA_0609800	
PF3D7_1211400	PF3D7_1211400.1	PBANKA_0609900	
PF3D7_1211500	PF3D7_1211500.1	PBANKA_0610000	
PF3D7_1211700	PF3D7_1211700.1	PBANKA_0610200	
PF3D7_1211800	PF3D7_1211800.1	PBANKA_0610300	
PF3D7_1211900	PF3D7_1211900.1	PBANKA_0610400	
PF3D7_1212000	PF3D7_1212000.1	PBANKA_0610500	
PF3D7_1212100	PF3D7_1212100.1	PBANKA_0610600	
PF3D7_1212200	PF3D7_1212200.1	PBANKA_1428200	
PF3D7_1212300	PF3D7_1212300.1	PBANKA_1428300	
PF3D7_1212400	PF3D7_1212400.1	PBANKA_1428400	
PF3D7_1212500	PF3D7_1212500.1	PBANKA_1428500	
PF3D7_1212600	PF3D7_1212600.2	PBANKA_1428600	
PF3D7_1212600	PF3D7_1212600.1	PBANKA_1428600	
PF3D7_1212700	PF3D7_1212700.1	PBANKA_1428700	
PF3D7_1212800	PF3D7_1212800.1	PBANKA_1428800	
PF3D7_1212900	PF3D7_1212900.1	PBANKA_1428900	
PF3D7_1213200	PF3D7_1213200.1	PBANKA_1429000	
PF3D7_1213300	PF3D7_1213300.1	PBANKA_1429100	
PF3D7_1213400	PF3D7_1213400.1	PBANKA_1429200	
PF3D7_1213500	PF3D7_1213500.1	PBANKA_1429300	
PF3D7_1213600	PF3D7_1213600.1	PBANKA_1429400	
PF3D7_1213700	PF3D7_1213700.1	PBANKA_1429500	
PF3D7_1213800	PF3D7_1213800.1	PBANKA_1429600	
PF3D7_1213900	PF3D7_1213900.1	PBANKA_1429700	
PF3D7_1214000	PF3D7_1214000.1	PBANKA_1429800	
PF3D7_1214100	PF3D7_1214100.1	PBANKA_1429900	
PF3D7_1214200	PF3D7_1214200.1	PBANKA_1430000	
PF3D7_1214300	PF3D7_1214300.1	PBANKA_1430100	
PF3D7_1214400	PF3D7_1214400.1	PBANKA_1430200	
PF3D7_1214500	PF3D7_1214500.1	PBANKA_1430300	
PF3D7_1214600	PF3D7_1214600.1	PBANKA_1430400	
PF3D7_1214700	PF3D7_1214700.1	PBANKA_1430500	
PF3D7_1214800	PF3D7_1214800.1	PBANKA_1430600	
PF3D7_1214900	PF3D7_1214900.1	PBANKA_1430700	
PF3D7_1215000	PF3D7_1215000.1	PBANKA_1430800	
PF3D7_1215100	PF3D7_1215100.1	PBANKA_1430900	
PF3D7_1215200	PF3D7_1215200.1	PBANKA_1431000	
PF3D7_1215300	PF3D7_1215300.1	PBANKA_1431050	
PF3D7_1215500	PF3D7_1215500.1	PBANKA_1431200	
PF3D7_1215800	PF3D7_1215800.1	PBANKA_1431500	
PF3D7_1215900	PF3D7_1215900.1	PBANKA_1431600	
PF3D7_1216000	PF3D7_1216000.1	PBANKA_1431700	
PF3D7_1216100	PF3D7_1216100.1	PBANKA_1431800	
PF3D7_1216200	PF3D7_1216200.1	PBANKA_1431900	
PF3D7_1216300	PF3D7_1216300.1	PBANKA_1432000	
PF3D7_1216400	PF3D7_1216400.1	PBANKA_1432100	
PF3D7_1216500	PF3D7_1216500.1	PBANKA_1432200	
PF3D7_1216600	PF3D7_1216600.1	PBANKA_1432300	
PF3D7_1216700	PF3D7_1216700.1	PBANKA_1432400	
PF3D7_1216900	PF3D7_1216900.1	PBANKA_1432500	
PF3D7_1217000	PF3D7_1217000.1	PBANKA_1432600	
PF3D7_1217100	PF3D7_1217100.1	PBANKA_1432700	
PF3D7_1217100	PF3D7_1217100.2	PBANKA_1432700	
PF3D7_1217200	PF3D7_1217200.1	PBANKA_1432800	
PF3D7_1217300	PF3D7_1217300.1	PBANKA_1432900	
PF3D7_1217400	PF3D7_1217400.1	PBANKA_1433000	
PF3D7_1217500	PF3D7_1217500.1	PBANKA_1433100	
PF3D7_1217600	PF3D7_1217600.1	PBANKA_1433200	
PF3D7_1217700	PF3D7_1217700.1	PBANKA_1433300	
PF3D7_1217800	PF3D7_1217800.1	PBANKA_1433400	
PF3D7_1217900	PF3D7_1217900.1	PBANKA_1433500	
PF3D7_1218000	PF3D7_1218000.1	PBANKA_1433600	
PF3D7_1218100	PF3D7_1218100.1	PBANKA_1433700	
PF3D7_1218300	PF3D7_1218300.1	PBANKA_1433900	
PF3D7_1218400	PF3D7_1218400.1	PBANKA_1434000	
PF3D7_1218500	PF3D7_1218500.1	PBANKA_1434100	
PF3D7_1218600	PF3D7_1218600.1	PBANKA_1434200	
PF3D7_1218800	PF3D7_1218800.1	PBANKA_1434400	
PF3D7_1218900	PF3D7_1218900.1	PBANKA_1434500	
PF3D7_1219100	PF3D7_1219100.1	PBANKA_1434700	
PF3D7_1219600	PF3D7_1219600.1	PBANKA_1434800	
PF3D7_1219700	PF3D7_1219700.1	PBANKA_1434900	
PF3D7_1219800	PF3D7_1219800.1	PBANKA_1435000	
PF3D7_1219900	PF3D7_1219900.1	PBANKA_1435100	
PF3D7_1220000	PF3D7_1220000.1	PBANKA_1435200	
PF3D7_1220100	PF3D7_1220100.1	PBANKA_1435300	
PF3D7_1220300	PF3D7_1220300.1	PBANKA_1435500	
PF3D7_1220400	PF3D7_1220400.1	PBANKA_1435600	
PF3D7_1220500	PF3D7_1220500.1	PBANKA_1435700	
PF3D7_1220600	PF3D7_1220600.1	PBANKA_1435800	
PF3D7_1220700	PF3D7_1220700.1	PBANKA_1435900	
PF3D7_1220900	PF3D7_1220900.1	PBANKA_1436100	
PF3D7_1221000	PF3D7_1221000.1	PBANKA_1436200	
PF3D7_1221100	PF3D7_1221100.1	PBANKA_1436300	
PF3D7_1221200	PF3D7_1221200.1	PBANKA_1436400	
PF3D7_1221300	PF3D7_1221300.1	PBANKA_1436500	
PF3D7_1221400	PF3D7_1221400.1	PBANKA_1436600	
PF3D7_1221500	PF3D7_1221500.1	PBANKA_1436700	
PF3D7_1221600	PF3D7_1221600.1	PBANKA_1436800	
PF3D7_1221700	PF3D7_1221700.1	PBANKA_1436900	
PF3D7_1221800	PF3D7_1221800.1	PBANKA_1437000	
PF3D7_1221900	PF3D7_1221900.1	PBANKA_1437100	
PF3D7_1222100	PF3D7_1222100.1	PBANKA_1437200	
PF3D7_1222300	PF3D7_1222300.1	PBANKA_1437300	
PF3D7_1222500	PF3D7_1222500.1	PBANKA_1437400	
PF3D7_1222700	PF3D7_1222700.1	PBANKA_1437600	
PF3D7_1222800	PF3D7_1222800.1	PBANKA_1437700	
PF3D7_1222900	PF3D7_1222900.1	PBANKA_1437800	
PF3D7_1223000	PF3D7_1223000.1	PBANKA_1437900	
PF3D7_1223100	PF3D7_1223100.1	PBANKA_1438000	
PF3D7_1223200	PF3D7_1223200.1	PBANKA_1438100	
PF3D7_1223300	PF3D7_1223300.1	PBANKA_1438200	
PF3D7_1223400	PF3D7_1223400.1	PBANKA_1438300	
PF3D7_1223600	PF3D7_1223600.1	PBANKA_1438500	
PF3D7_1223700	PF3D7_1223700.1	PBANKA_1438600	
PF3D7_1223800	PF3D7_1223800.1	PBANKA_1438700	
PF3D7_1223900	PF3D7_1223900.1	PBANKA_1438800	
PF3D7_1224000	PF3D7_1224000.1	PBANKA_1438900	
PF3D7_1224100	PF3D7_1224100.1	PBANKA_1439000	
PF3D7_1224200	PF3D7_1224200.1	PBANKA_1439100	
PF3D7_1224300	PF3D7_1224300.1	PBANKA_1439200	
PF3D7_1224400	PF3D7_1224400.1	PBANKA_1439300	
PF3D7_1224500	PF3D7_1224500.1	PBANKA_1439400	
PF3D7_1224600	PF3D7_1224600.1	PBANKA_1439500	
PF3D7_1224800	PF3D7_1224800.1	PBANKA_1439700	
PF3D7_1224900	PF3D7_1224900.1	PBANKA_1439800	
PF3D7_1225000	PF3D7_1225000.1	PBANKA_1439900	
PF3D7_1225100	PF3D7_1225100.1	PBANKA_1440000	
PF3D7_1225300	PF3D7_1225300.1	PBANKA_1440200	
PF3D7_1225500	PF3D7_1225500.1	PBANKA_1440400	
PF3D7_1225600	PF3D7_1225600.1	PBANKA_1440500	
PF3D7_1225700	PF3D7_1225700.1	PBANKA_1440600	
PF3D7_1225800	PF3D7_1225800.1	PBANKA_1440700	
PF3D7_1225900	PF3D7_1225900.1	PBANKA_1440800	
PF3D7_1226000	PF3D7_1226000.1	PBANKA_1440900	
PF3D7_1226100	PF3D7_1226100.1	PBANKA_1441000,PBANKA_1441100	
PF3D7_1226300	PF3D7_1226300.1	PBANKA_1441000,PBANKA_1441100	
PF3D7_1226400	PF3D7_1226400.1	PBANKA_1441200	
PF3D7_1226500	PF3D7_1226500.1	PBANKA_1441300	
PF3D7_1226600	PF3D7_1226600.1	PBANKA_1441400	
PF3D7_1226700	PF3D7_1226700.1	PBANKA_1441500	
PF3D7_1226800	PF3D7_1226800.1	PBANKA_1441600	
PF3D7_1226900	PF3D7_1226900.1	PBANKA_1441700	
PF3D7_1227000	PF3D7_1227000.1	PBANKA_1441800	
PF3D7_1227200	PF3D7_1227200.1	PBANKA_1442000	
PF3D7_1227700	PF3D7_1227700.1	PBANKA_1442400	
PF3D7_1227800	PF3D7_1227800.1	PBANKA_1442500	
PF3D7_1227900	PF3D7_1227900.1	PBANKA_1442600,PBANKA_1443200	
PF3D7_1228000	PF3D7_1228000.1	PBANKA_1442700	
PF3D7_1228100	PF3D7_1228100.1	PBANKA_1442800	
PF3D7_1228200	PF3D7_1228200.1	PBANKA_1442900	
PF3D7_1228300	PF3D7_1228300.1	PBANKA_1443000	
PF3D7_1228400	PF3D7_1228400.1	PBANKA_1443100	
PF3D7_1228500	PF3D7_1228500.1	PBANKA_1442600,PBANKA_1443200	
PF3D7_1228700	PF3D7_1228700.1	PBANKA_1443400	
PF3D7_1228900	PF3D7_1228900.1	PBANKA_1443700	
PF3D7_1229000	PF3D7_1229000.1	PBANKA_1443600	
PF3D7_1229100	PF3D7_1229100.1	PBANKA_1443800	
PF3D7_1229400	PF3D7_1229400.1	PBANKA_1444000	
PF3D7_1229500	PF3D7_1229500.1	PBANKA_1444100	
PF3D7_1229700	PF3D7_1229700.1	PBANKA_1444300	
PF3D7_1229800	PF3D7_1229800.1	PBANKA_1444500	
PF3D7_1229900	PF3D7_1229900.2	PBANKA_1444600	
PF3D7_1229900	PF3D7_1229900.1	PBANKA_1444600	
PF3D7_1230000	PF3D7_1230000.1	PBANKA_1444700	
PF3D7_1230100	PF3D7_1230100.1	PBANKA_1444800	
PF3D7_1230300	PF3D7_1230300.1	PBANKA_1445000	
PF3D7_1230400	PF3D7_1230400.1	PBANKA_1445100	
PF3D7_1230500	PF3D7_1230500.1	PBANKA_1445200	
PF3D7_1230600	PF3D7_1230600.1	PBANKA_1445300	
PF3D7_1230700	PF3D7_1230700.1	PBANKA_1445400	
PF3D7_1230800	PF3D7_1230800.1	PBANKA_1445500	
PF3D7_1230900	PF3D7_1230900.1	PBANKA_1445600	
PF3D7_1231100	PF3D7_1231100.1	PBANKA_1445800	
PF3D7_1231200	PF3D7_1231200.1	PBANKA_1445900	
PF3D7_1231300	PF3D7_1231300.1	PBANKA_1446000	
PF3D7_1231400	PF3D7_1231400.1	PBANKA_1446100	
PF3D7_1231500	PF3D7_1231500.1	PBANKA_1446200	
PF3D7_1231700	PF3D7_1231700.1	PBANKA_1446400	
PF3D7_1231900	PF3D7_1231900.1	PBANKA_1446600	
PF3D7_1232000	PF3D7_1232000.1	PBANKA_1446700	
PF3D7_1232100	PF3D7_1232100.1	PBANKA_1446800	
PF3D7_1232200	PF3D7_1232200.1	PBANKA_1446900	
PF3D7_1232300	PF3D7_1232300.1	PBANKA_1447000	
PF3D7_1232400	PF3D7_1232400.1	PBANKA_1447100	
PF3D7_1232500	PF3D7_1232500.1	PBANKA_1447200	
PF3D7_1232600	PF3D7_1232600.1	PBANKA_1447300	
PF3D7_1232700	PF3D7_1232700.1	PBANKA_1447400	
PF3D7_1232800	PF3D7_1232800.1	PBANKA_1447500	
PF3D7_1232900	PF3D7_1232900.1	PBANKA_1447600	
PF3D7_1233000	PF3D7_1233000.1	PBANKA_1447700	
PF3D7_1233100	PF3D7_1233100.1	PBANKA_1447800	
PF3D7_1233300	PF3D7_1233300.1	PBANKA_1448000	
PF3D7_1233400	PF3D7_1233400.1	PBANKA_1448100	
PF3D7_1233700	PF3D7_1233700.1	PBANKA_1448300	
PF3D7_1233800	PF3D7_1233800.1	PBANKA_1448400	
PF3D7_1233900	PF3D7_1233900.1	PBANKA_1448500	
PF3D7_1234000	PF3D7_1234000.1	PBANKA_1448600	
PF3D7_1234300	PF3D7_1234300.1	PBANKA_1448900	
PF3D7_1234400	PF3D7_1234400.1	PBANKA_1449000	
PF3D7_1234500	PF3D7_1234500.1	PBANKA_1449100	
PF3D7_1234600	PF3D7_1234600.1	PBANKA_1449200	
PF3D7_1234700	PF3D7_1234700.1	PBANKA_1449300	
PF3D7_1234800	PF3D7_1234800.1	PBANKA_1449400	
PF3D7_1234900	PF3D7_1234900.1	PBANKA_1449500	
PF3D7_1235000	PF3D7_1235000.1	PBANKA_1449600	
PF3D7_1235100	PF3D7_1235100.1	PBANKA_1449700	
PF3D7_1235200	PF3D7_1235200.1	PBANKA_1449800	
PF3D7_1235300	PF3D7_1235300.1	PBANKA_1449900	
PF3D7_1235400	PF3D7_1235400.1	PBANKA_1450000	
PF3D7_1235500	PF3D7_1235500.1	PBANKA_1450100	
PF3D7_1235600	PF3D7_1235600.1	PBANKA_1450200	
PF3D7_1235700	PF3D7_1235700.1	PBANKA_1450300	
PF3D7_1235800	PF3D7_1235800.1	PBANKA_1450400	
PF3D7_1235900	PF3D7_1235900.1	PBANKA_1450500	
PF3D7_1236000	PF3D7_1236000.1	PBANKA_1450600	
PF3D7_1236100	PF3D7_1236100.1	PBANKA_1450700	
PF3D7_1236200	PF3D7_1236200.1	PBANKA_1450800	
PF3D7_1236300	PF3D7_1236300.1	PBANKA_1450900	
PF3D7_1236400	PF3D7_1236400.1	PBANKA_1451000	
PF3D7_1236500	PF3D7_1236500.1	PBANKA_1451100	
PF3D7_1236600	PF3D7_1236600.1	PBANKA_1451200	
PF3D7_1236700	PF3D7_1236700.1	PBANKA_1451300	
PF3D7_1236800	PF3D7_1236800.1	PBANKA_1451400	
PF3D7_1236900	PF3D7_1236900.1	PBANKA_1451500	
PF3D7_1237000	PF3D7_1237000.1	PBANKA_1451600	
PF3D7_1237100	PF3D7_1237100.1	PBANKA_1451700	
PF3D7_1237200	PF3D7_1237200.1	PBANKA_1451800	
PF3D7_1237300	PF3D7_1237300.1	PBANKA_1451900	
PF3D7_1237400	PF3D7_1237400.1	PBANKA_1452000	
PF3D7_1237600	PF3D7_1237600.1	PBANKA_1452200	
PF3D7_1237700	PF3D7_1237700.1	PBANKA_1452300	
PF3D7_1237800	PF3D7_1237800.1	PBANKA_1452400	
PF3D7_1237900	PF3D7_1237900.1	PBANKA_1452500	
PF3D7_1238100	PF3D7_1238100.1	PBANKA_1452600	
PF3D7_1238200	PF3D7_1238200.1	PBANKA_1452700	
PF3D7_1238300	PF3D7_1238300.1	PBANKA_1452800	
PF3D7_1238400	PF3D7_1238400.1	PBANKA_1452900	
PF3D7_1238500	PF3D7_1238500.1	PBANKA_1453000	
PF3D7_1238600	PF3D7_1238600.1	PBANKA_1453100	
PF3D7_1238700	PF3D7_1238700.1	PBANKA_1453200	
PF3D7_1238800	PF3D7_1238800.1	PBANKA_1453300	
PF3D7_1238900	PF3D7_1238900.1	PBANKA_1453400	
PF3D7_1239000	PF3D7_1239000.1	PBANKA_1453500	
PF3D7_1239100	PF3D7_1239100.1	PBANKA_1453600	
PF3D7_1239200	PF3D7_1239200.1	PBANKA_1453700	
PF3D7_1239300	PF3D7_1239300.1	PBANKA_1453800	
PF3D7_1239400	PF3D7_1239400.1	PBANKA_1453900	
PF3D7_1239500	PF3D7_1239500.1	PBANKA_1454000	
PF3D7_1239700	PF3D7_1239700.1	PBANKA_1454100	
PF3D7_1239900	PF3D7_1239900.1	PBANKA_1454300	
PF3D7_1240000	PF3D7_1240000.1	PBANKA_1454400	
PF3D7_1241100	PF3D7_1241100.1	PBANKA_1454500	
PF3D7_1241300	PF3D7_1241300.1	PBANKA_1454700	
PF3D7_1241600	PF3D7_1241600.1	PBANKA_1455000	
PF3D7_1241700	PF3D7_1241700.1	PBANKA_1455100	
PF3D7_1241800	PF3D7_1241800.1	PBANKA_1455200	
PF3D7_1242000	PF3D7_1242000.1	PBANKA_1455400	
PF3D7_1242100	PF3D7_1242100.1	PBANKA_1455500	
PF3D7_1242200	PF3D7_1242200.1	PBANKA_1455600	
PF3D7_1242300	PF3D7_1242300.1	PBANKA_1455700	
PF3D7_1242400	PF3D7_1242400.1	PBANKA_1455800	
PF3D7_1242500	PF3D7_1242500.1	PBANKA_1455900	
PF3D7_1242600	PF3D7_1242600.1	PBANKA_1456000	
PF3D7_1242700	PF3D7_1242700.1	PBANKA_1456100	
PF3D7_1242800	PF3D7_1242800.1	PBANKA_1456200	
PF3D7_1242900	PF3D7_1242900.1	PBANKA_1456300	
PF3D7_1243000	PF3D7_1243000.1	PBANKA_1456400	
PF3D7_1243100	PF3D7_1243100.1	PBANKA_1456500	
PF3D7_1243200	PF3D7_1243200.1	PBANKA_1456600	
PF3D7_1243300	PF3D7_1243300.1	PBANKA_1456700	
PF3D7_1243500	PF3D7_1243500.1	PBANKA_1456800	
PF3D7_1243600	PF3D7_1243600.1	PBANKA_1456900	
PF3D7_1243700	PF3D7_1243700.1	PBANKA_1457000	
PF3D7_1243800	PF3D7_1243800.1	PBANKA_1457100	
PF3D7_1243900	PF3D7_1243900.1	PBANKA_1457200	
PF3D7_1244000	PF3D7_1244000.1	PBANKA_1457300	
PF3D7_1244100	PF3D7_1244100.1	PBANKA_1457400	
PF3D7_1244200	PF3D7_1244200.1	PBANKA_1457500	
PF3D7_1244600	PF3D7_1244600.1	PBANKA_1457800	
PF3D7_1244700	PF3D7_1244700.1	PBANKA_1457900	
PF3D7_1244800	PF3D7_1244800.1	PBANKA_1458000	
PF3D7_1244900	PF3D7_1244900.1	PBANKA_1458100	
PF3D7_1245000	PF3D7_1245000.1	PBANKA_1458200	
PF3D7_1245100	PF3D7_1245100.1	PBANKA_1458300	
PF3D7_1245300	PF3D7_1245300.1	PBANKA_1458500	
PF3D7_1245400	PF3D7_1245400.1	PBANKA_1458600	
PF3D7_1245500	PF3D7_1245500.1	PBANKA_1458700	
PF3D7_1245600	PF3D7_1245600.1	PBANKA_1458800	
PF3D7_1245800	PF3D7_1245800.1	PBANKA_1458900	
PF3D7_1245900	PF3D7_1245900.1	PBANKA_1459000	
PF3D7_1246000	PF3D7_1246000.1	PBANKA_1459100	
PF3D7_1246100	PF3D7_1246100.1	PBANKA_1459200	
PF3D7_1246200	PF3D7_1246200.1	PBANKA_1459300	
PF3D7_1246300	PF3D7_1246300.1	PBANKA_1459400	
PF3D7_1246400	PF3D7_1246400.1	PBANKA_1459500	
PF3D7_1246500	PF3D7_1246500.1	PBANKA_1459600	
PF3D7_1246600	PF3D7_1246600.1	PBANKA_1459700	
PF3D7_1246700	PF3D7_1246700.1	PBANKA_1459800	
PF3D7_1246800	PF3D7_1246800.1	PBANKA_1459900	
PF3D7_1246900	PF3D7_1246900.1	PBANKA_1460000	
PF3D7_1247100	PF3D7_1247100.1	PBANKA_1460100	
PF3D7_1247200	PF3D7_1247200.1	PBANKA_1460200	
PF3D7_1247300	PF3D7_1247300.1	PBANKA_1460300	
PF3D7_1247400	PF3D7_1247400.1	PBANKA_1460400	
PF3D7_1247500	PF3D7_1247500.1	PBANKA_1460500	
PF3D7_1247600	PF3D7_1247600.1	PBANKA_1460600	
PF3D7_1247800	PF3D7_1247800.1	PBANKA_1460700	
PF3D7_1247900	PF3D7_1247900.1	PBANKA_1460800	
PF3D7_1248000	PF3D7_1248000.1	PBANKA_1460900	
PF3D7_1248100	PF3D7_1248100.1	PBANKA_1461000	
PF3D7_1248200	PF3D7_1248200.1	PBANKA_1461100	
PF3D7_1248300	PF3D7_1248300.1	PBANKA_1461200	
PF3D7_1248400	PF3D7_1248400.1	PBANKA_1461300	
PF3D7_1248500	PF3D7_1248500.1	PBANKA_1461400	
PF3D7_1248600	PF3D7_1248600.1	PBANKA_1461500	
PF3D7_1248700	PF3D7_1248700.1	PBANKA_1461600	
PF3D7_1248800	PF3D7_1248800.1	PBANKA_1461700	
PF3D7_1248900	PF3D7_1248900.1	PBANKA_1461800	
PF3D7_1249000	PF3D7_1249000.1	PBANKA_1461900	
PF3D7_1249100	PF3D7_1249100.1	PBANKA_1462000	
PF3D7_1249200	PF3D7_1249200.1	PBANKA_1462100	
PF3D7_1249300	PF3D7_1249300.1	PBANKA_1462200	
PF3D7_1249400	PF3D7_1249400.1	PBANKA_1462300	
PF3D7_1249500	PF3D7_1249500.1	PBANKA_1462400	
PF3D7_1249600	PF3D7_1249600.1	PBANKA_1462500	
PF3D7_1249800	PF3D7_1249800.1	PBANKA_1462700	
PF3D7_1249900	PF3D7_1249900.1	PBANKA_1462800	
PF3D7_1250000	PF3D7_1250000.1	PBANKA_1462900	
PF3D7_1250100	PF3D7_1250100.1	PBANKA_1463000	
PF3D7_1250200	PF3D7_1250200.1	PBANKA_1463100	
PF3D7_1250300	PF3D7_1250300.1	PBANKA_1463200	
PF3D7_1250400	PF3D7_1250400.1	PBANKA_1463300	
PF3D7_1250500	PF3D7_1250500.1	PBANKA_1463400	
PF3D7_1250600	PF3D7_1250600.1	PBANKA_1463500	
PF3D7_1250700	PF3D7_1250700.1	PBANKA_1463600	
PF3D7_1250800	PF3D7_1250800.1	PBANKA_1463700	
PF3D7_1250900	PF3D7_1250900.1	PBANKA_1463800	
PF3D7_1251000	PF3D7_1251000.1	PBANKA_1463900	
PF3D7_1251100	PF3D7_1251100.1	PBANKA_1464000	
PF3D7_1251200	PF3D7_1251200.1	PBANKA_1464100	
PF3D7_1251300	PF3D7_1251300.1	PBANKA_1464200	
PF3D7_1251400	PF3D7_1251400.1	PBANKA_1464400	
PF3D7_1251500	PF3D7_1251500.1	PBANKA_1464500	
PF3D7_1251600	PF3D7_1251600.1	PBANKA_1464600	
PF3D7_1251700	PF3D7_1251700.1	PBANKA_1464700	
PF3D7_1252100	PF3D7_1252100.1	PBANKA_1464900	
PF3D7_1302400	PF3D7_1302400.1	PBANKA_1400900	
PF3D7_1302500	PF3D7_1302500.1	PBANKA_1401000	
PF3D7_1302600	PF3D7_1302600.1	PBANKA_1401100	
PF3D7_1302700	PF3D7_1302700.1	PBANKA_1401200	
PF3D7_1302800	PF3D7_1302800.1	PBANKA_1401300	
PF3D7_1302900	PF3D7_1302900.1	PBANKA_1401400	
PF3D7_1303000	PF3D7_1303000.1	PBANKA_1401500	
PF3D7_1303100	PF3D7_1303100.1	PBANKA_1401600	
PF3D7_1303200	PF3D7_1303200.2	PBANKA_1401700	
PF3D7_1303200	PF3D7_1303200.1	PBANKA_1401700	
PF3D7_1303300	PF3D7_1303300.1	PBANKA_1401800	
PF3D7_1303400	PF3D7_1303400.1	PBANKA_1401900	
PF3D7_1303500	PF3D7_1303500.1	PBANKA_1402000	
PF3D7_1303600	PF3D7_1303600.1	PBANKA_1402100	
PF3D7_1303900	PF3D7_1303900.1	PBANKA_1402400	
PF3D7_1304000	PF3D7_1304000.1	PBANKA_1402500	
PF3D7_1304100	PF3D7_1304100.1	PBANKA_1402600	
PF3D7_1304200	PF3D7_1304200.2	PBANKA_1402700	
PF3D7_1304200	PF3D7_1304200.1	PBANKA_1402700	
PF3D7_1304300	PF3D7_1304300.1	PBANKA_1402800	
PF3D7_1304400	PF3D7_1304400.1	PBANKA_1402900	
PF3D7_1304500	PF3D7_1304500.1	PBANKA_1403000	
PF3D7_1304700	PF3D7_1304700.1	PBANKA_1403200	
PF3D7_1304900	PF3D7_1304900.1	PBANKA_1403400	
PF3D7_1305000	PF3D7_1305000.1	PBANKA_1403500	
PF3D7_1305100	PF3D7_1305100.1	PBANKA_1403600	
PF3D7_1305200	PF3D7_1305200.1	PBANKA_1403700	
PF3D7_1305300	PF3D7_1305300.1	PBANKA_1403800	
PF3D7_1305400	PF3D7_1305400.1	PBANKA_1403900	
PF3D7_1305500	PF3D7_1305500.1	PBANKA_1404000	
PF3D7_1305600	PF3D7_1305600.1	PBANKA_1404100	
PF3D7_1305700	PF3D7_1305700.1	PBANKA_1404200	
PF3D7_1305800	PF3D7_1305800.1	PBANKA_1404300	
PF3D7_1305900	PF3D7_1305900.1	PBANKA_1404400	
PF3D7_1306100	PF3D7_1306100.1	PBANKA_1404600	
